,CONTRACTOR,STATUS,SUM
5050,"Acme, Inc",WAITING,957
5051,"Acme, Inc",WAITING,982
5052,"Acme, Inc",WAITING,195
5053,"Umbrella, Inc",WAITING,202
5054,"Umbrella, Inc",OK,529
5055,"Acme, Inc",WAITING,883
5056,"Umbrella, Inc",OK,871
5057,"Umbrella, Inc",CANCELED,624
5058,"Acme, Inc",CANCELED,309
5059,"Acme, Inc",OK,251
5060,"Umbrella, Inc",OK,906
5061,"Umbrella, Inc",CANCELED,522
5062,"Umbrella, Inc",WAITING,813
5063,"Umbrella, Inc",OK,189
5064,"Acme, Inc",WAITING,482
5065,"Acme, Inc",WAITING,354
5066,"Acme, Inc",CANCELED,100
5067,"Acme, Inc",OK,335
5068,"Umbrella, Inc",WAITING,446
5069,"Acme, Inc",WAITING,702
5070,"Umbrella, Inc",CANCELED,340
5071,"Umbrella, Inc",CANCELED,762
5072,"Acme, Inc",OK,989
5073,"Acme, Inc",WAITING,653
5074,"Acme, Inc",CANCELED,645
5075,"Umbrella, Inc",CANCELED,747
5076,"Umbrella, Inc",WAITING,204
5077,"Acme, Inc",WAITING,853
5078,"Umbrella, Inc",OK,189
5079,"Umbrella, Inc",WAITING,109
5080,"Umbrella, Inc",OK,981
5081,"Umbrella, Inc",CANCELED,449
5082,"Umbrella, Inc",OK,972
5083,"Umbrella, Inc",CANCELED,111
5084,"Acme, Inc",WAITING,150
5085,"Acme, Inc",OK,100500
5086,"Acme, Inc",CANCELED,430
5087,"Umbrella, Inc",CANCELED,325
5088,"Umbrella, Inc",WAITING,927
5089,"Umbrella, Inc",WAITING,489
5090,"Umbrella, Inc",WAITING,802
5091,"Acme, Inc",OK,704
5092,"Umbrella, Inc",OK,619
5093,"Acme, Inc",CANCELED,629
5094,"Acme, Inc",OK,230
5095,"Acme, Inc",WAITING,259
5096,"Acme, Inc",WAITING,869
5097,"Umbrella, Inc",OK,362
5098,"Umbrella, Inc",CANCELED,108
5099,"Acme, Inc",OK,328
5100,"Umbrella, Inc",WAITING,758
5101,"Umbrella, Inc",OK,680
5102,"Acme, Inc",WAITING,285
5103,"Acme, Inc",CANCELED,686
5104,"Acme, Inc",CANCELED,729
5105,"Acme, Inc",OK,141
5106,"Acme, Inc",WAITING,232
5107,"Umbrella, Inc",WAITING,543
5108,"Acme, Inc",CANCELED,892
5109,"Acme, Inc",WAITING,497
5110,"Umbrella, Inc",CANCELED,581
5111,"Acme, Inc",OK,612
5112,"Umbrella, Inc",WAITING,666
5113,"Umbrella, Inc",CANCELED,219
5114,"Umbrella, Inc",OK,766
5115,"Acme, Inc",OK,837
5116,"Umbrella, Inc",OK,748
5117,"Acme, Inc",OK,409
5118,"Acme, Inc",CANCELED,103
5119,"Umbrella, Inc",CANCELED,651
5120,"Acme, Inc",WAITING,421
5121,"Umbrella, Inc",WAITING,816
5122,"Umbrella, Inc",WAITING,268
5123,"Acme, Inc",CANCELED,504
5124,"Umbrella, Inc",WAITING,101
5125,"Acme, Inc",CANCELED,705
5126,"Umbrella, Inc",WAITING,676
5127,"Umbrella, Inc",CANCELED,518
5128,"Umbrella, Inc",WAITING,831
5129,"Umbrella, Inc",CANCELED,883
5130,"Umbrella, Inc",WAITING,684
5131,"Umbrella, Inc",WAITING,884
5132,"Umbrella, Inc",CANCELED,800
5133,"Umbrella, Inc",CANCELED,140
5134,"Acme, Inc",OK,152
5135,"Acme, Inc",CANCELED,271
5136,"Acme, Inc",OK,555
5137,"Umbrella, Inc",WAITING,924
5138,"Acme, Inc",OK,567
5139,"Umbrella, Inc",OK,375
5140,"Acme, Inc",WAITING,954
5141,"Acme, Inc",WAITING,897
5142,"Acme, Inc",OK,372
5143,"Umbrella, Inc",CANCELED,390
5144,"Acme, Inc",CANCELED,895
5145,"Acme, Inc",WAITING,639
5146,"Acme, Inc",CANCELED,415
5147,"Acme, Inc",WAITING,665
5148,"Acme, Inc",OK,656
5149,"Umbrella, Inc",CANCELED,104
5150,"Umbrella, Inc",WAITING,702
5151,"Umbrella, Inc",CANCELED,366
5152,"Umbrella, Inc",CANCELED,965
5153,"Acme, Inc",OK,394
5154,"Umbrella, Inc",WAITING,226
5155,"Umbrella, Inc",WAITING,459
5156,"Acme, Inc",OK,430
5157,"Acme, Inc",WAITING,808
5158,"Umbrella, Inc",OK,594
5159,"Umbrella, Inc",WAITING,164
5160,"Acme, Inc",OK,398
5161,"Umbrella, Inc",OK,129
5162,"Umbrella, Inc",WAITING,546
5163,"Umbrella, Inc",OK,508
5164,"Umbrella, Inc",WAITING,139
5165,"Umbrella, Inc",WAITING,453
5166,"Umbrella, Inc",OK,744
5167,"Umbrella, Inc",WAITING,655
5168,"Umbrella, Inc",CANCELED,328
5169,"Acme, Inc",CANCELED,261
5170,"Acme, Inc",OK,809
5171,"Umbrella, Inc",WAITING,610
5172,"Acme, Inc",WAITING,727
5173,"Acme, Inc",OK,520
5174,"Acme, Inc",OK,232
5175,"Acme, Inc",CANCELED,578
5176,"Umbrella, Inc",CANCELED,360
5177,"Umbrella, Inc",OK,646
5178,"Umbrella, Inc",CANCELED,664
5179,"Umbrella, Inc",OK,654
5180,"Acme, Inc",WAITING,977
5181,"Acme, Inc",OK,510
5182,"Umbrella, Inc",CANCELED,809
5183,"Acme, Inc",CANCELED,137
5184,"Umbrella, Inc",WAITING,856
5185,"Acme, Inc",CANCELED,477
5186,"Umbrella, Inc",OK,281
5187,"Acme, Inc",OK,958
5188,"Umbrella, Inc",WAITING,132
5189,"Umbrella, Inc",OK,197
5190,"Acme, Inc",OK,771
5191,"Umbrella, Inc",CANCELED,287
5192,"Acme, Inc",OK,274
5193,"Umbrella, Inc",CANCELED,270
5194,"Acme, Inc",OK,287
5195,"Umbrella, Inc",WAITING,725
5196,"Umbrella, Inc",WAITING,750
5197,"Umbrella, Inc",WAITING,411
5198,"Umbrella, Inc",OK,480
5199,"Umbrella, Inc",OK,311
5200,"Acme, Inc",OK,516
5201,"Acme, Inc",CANCELED,598
5202,"Umbrella, Inc",CANCELED,723
5203,"Umbrella, Inc",OK,362
5204,"Acme, Inc",CANCELED,819
5205,"Acme, Inc",OK,263
5206,"Acme, Inc",OK,569
5207,"Acme, Inc",OK,238
5208,"Acme, Inc",CANCELED,929
5209,"Acme, Inc",CANCELED,365
5210,"Umbrella, Inc",WAITING,904
5211,"Umbrella, Inc",OK,607
5212,"Acme, Inc",CANCELED,528
5213,"Acme, Inc",WAITING,992
5214,"Umbrella, Inc",OK,378
5215,"Acme, Inc",WAITING,372
5216,"Acme, Inc",WAITING,264
5217,"Umbrella, Inc",OK,364
5218,"Umbrella, Inc",OK,115
5219,"Acme, Inc",WAITING,935
5220,"Acme, Inc",WAITING,836
5221,"Acme, Inc",CANCELED,559
5222,"Umbrella, Inc",WAITING,500
5223,"Umbrella, Inc",CANCELED,598
5224,"Acme, Inc",CANCELED,772
5225,"Umbrella, Inc",WAITING,693
5226,"Umbrella, Inc",WAITING,557
5227,"Acme, Inc",OK,365
5228,"Umbrella, Inc",OK,274
5229,"Umbrella, Inc",WAITING,664
5230,"Acme, Inc",CANCELED,986
5231,"Umbrella, Inc",CANCELED,935
5232,"Acme, Inc",WAITING,658
5233,"Acme, Inc",CANCELED,631
5234,"Acme, Inc",CANCELED,757
5235,"Acme, Inc",CANCELED,277
5236,"Umbrella, Inc",WAITING,195
5237,"Umbrella, Inc",OK,530
5238,"Umbrella, Inc",WAITING,255
5239,"Umbrella, Inc",OK,934
5240,"Acme, Inc",CANCELED,459
5241,"Acme, Inc",WAITING,175
5242,"Umbrella, Inc",OK,201
5243,"Acme, Inc",CANCELED,570
5244,"Acme, Inc",CANCELED,466
5245,"Umbrella, Inc",WAITING,461
5246,"Acme, Inc",CANCELED,908
5247,"Acme, Inc",OK,804
5248,"Umbrella, Inc",WAITING,828
5249,"Umbrella, Inc",OK,764
5250,"Umbrella, Inc",WAITING,489
5251,"Acme, Inc",WAITING,314
5252,"Acme, Inc",WAITING,572
5253,"Acme, Inc",WAITING,367
5254,"Umbrella, Inc",CANCELED,779
5255,"Umbrella, Inc",CANCELED,799
5256,"Umbrella, Inc",CANCELED,827
5257,"Acme, Inc",WAITING,851
5258,"Acme, Inc",OK,943
5259,"Umbrella, Inc",OK,949
5260,"Umbrella, Inc",CANCELED,186
5261,"Umbrella, Inc",OK,495
5262,"Umbrella, Inc",WAITING,720
5263,"Acme, Inc",WAITING,669
5264,"Acme, Inc",CANCELED,797
5265,"Acme, Inc",WAITING,931
5266,"Acme, Inc",WAITING,363
5267,"Umbrella, Inc",WAITING,635
5268,"Umbrella, Inc",OK,910
5269,"Umbrella, Inc",WAITING,570
5270,"Acme, Inc",OK,378
5271,"Umbrella, Inc",OK,481
5272,"Acme, Inc",WAITING,346
5273,"Umbrella, Inc",OK,684
5274,"Umbrella, Inc",CANCELED,544
5275,"Umbrella, Inc",CANCELED,142
5276,"Acme, Inc",OK,418
5277,"Umbrella, Inc",CANCELED,591
5278,"Acme, Inc",OK,226
5279,"Acme, Inc",WAITING,571
5280,"Umbrella, Inc",CANCELED,399
5281,"Acme, Inc",WAITING,163
5282,"Umbrella, Inc",CANCELED,879
5283,"Acme, Inc",WAITING,590
5284,"Acme, Inc",OK,199
5285,"Umbrella, Inc",WAITING,721
5286,"Acme, Inc",WAITING,708
5287,"Acme, Inc",OK,945
5288,"Acme, Inc",CANCELED,285
5289,"Umbrella, Inc",OK,727
5290,"Acme, Inc",WAITING,613
5291,"Umbrella, Inc",OK,803
5292,"Umbrella, Inc",WAITING,955
5293,"Acme, Inc",CANCELED,309
5294,"Umbrella, Inc",WAITING,902
5295,"Umbrella, Inc",OK,293
5296,"Umbrella, Inc",CANCELED,405
5297,"Acme, Inc",WAITING,143
5298,"Acme, Inc",OK,443
5299,"Acme, Inc",OK,990
5300,"Umbrella, Inc",CANCELED,447
5301,"Umbrella, Inc",WAITING,277
5302,"Umbrella, Inc",WAITING,364
5303,"Umbrella, Inc",CANCELED,633
5304,"Acme, Inc",OK,267
5305,"Umbrella, Inc",OK,488
5306,"Umbrella, Inc",OK,213
5307,"Umbrella, Inc",OK,429
5308,"Acme, Inc",CANCELED,889
5309,"Acme, Inc",OK,441
5310,"Acme, Inc",CANCELED,169
5311,"Acme, Inc",CANCELED,401
5312,"Umbrella, Inc",OK,806
5313,"Acme, Inc",CANCELED,230
5314,"Acme, Inc",WAITING,413
5315,"Acme, Inc",WAITING,169
5316,"Acme, Inc",WAITING,455
5317,"Umbrella, Inc",CANCELED,438
5318,"Umbrella, Inc",OK,565
5319,"Acme, Inc",CANCELED,667
5320,"Umbrella, Inc",WAITING,694
5321,"Acme, Inc",CANCELED,431
5322,"Umbrella, Inc",CANCELED,992
5323,"Acme, Inc",OK,761
5324,"Acme, Inc",WAITING,860
5325,"Acme, Inc",CANCELED,640
5326,"Acme, Inc",OK,187
5327,"Acme, Inc",CANCELED,985
5328,"Umbrella, Inc",OK,132
5329,"Acme, Inc",WAITING,870
5330,"Umbrella, Inc",CANCELED,170
5331,"Umbrella, Inc",WAITING,519
5332,"Umbrella, Inc",CANCELED,293
5333,"Umbrella, Inc",WAITING,680
5334,"Acme, Inc",OK,745
5335,"Acme, Inc",CANCELED,691
5336,"Umbrella, Inc",CANCELED,363
5337,"Umbrella, Inc",OK,769
5338,"Umbrella, Inc",OK,614
5339,"Acme, Inc",OK,622
5340,"Acme, Inc",WAITING,642
5341,"Acme, Inc",WAITING,433
5342,"Acme, Inc",CANCELED,909
5343,"Acme, Inc",OK,736
5344,"Acme, Inc",OK,111
5345,"Acme, Inc",CANCELED,644
5346,"Acme, Inc",WAITING,141
5347,"Umbrella, Inc",OK,499
5348,"Umbrella, Inc",WAITING,646
5349,"Umbrella, Inc",WAITING,642
5350,"Acme, Inc",CANCELED,134
5351,"Umbrella, Inc",OK,905
5352,"Umbrella, Inc",CANCELED,450
5353,"Acme, Inc",OK,377
5354,"Acme, Inc",OK,287
5355,"Acme, Inc",CANCELED,770
5356,"Umbrella, Inc",CANCELED,211
5357,"Umbrella, Inc",OK,695
5358,"Umbrella, Inc",OK,816
5359,"Umbrella, Inc",CANCELED,200
5360,"Umbrella, Inc",OK,105
5361,"Acme, Inc",CANCELED,385
5362,"Umbrella, Inc",WAITING,769
5363,"Acme, Inc",WAITING,660
5364,"Acme, Inc",CANCELED,932
5365,"Umbrella, Inc",WAITING,745
5366,"Umbrella, Inc",WAITING,724
5367,"Umbrella, Inc",CANCELED,780
5368,"Acme, Inc",CANCELED,871
5369,"Acme, Inc",WAITING,821
5370,"Umbrella, Inc",WAITING,853
5371,"Umbrella, Inc",OK,387
5372,"Acme, Inc",OK,621
5373,"Acme, Inc",OK,113
5374,"Acme, Inc",WAITING,709
5375,"Acme, Inc",OK,331
5376,"Acme, Inc",CANCELED,916
5377,"Umbrella, Inc",WAITING,947
5378,"Umbrella, Inc",OK,226
5379,"Umbrella, Inc",CANCELED,602
5380,"Acme, Inc",CANCELED,928
5381,"Umbrella, Inc",OK,319
5382,"Acme, Inc",WAITING,784
5383,"Acme, Inc",OK,743
5384,"Umbrella, Inc",WAITING,633
5385,"Acme, Inc",CANCELED,837
5386,"Umbrella, Inc",OK,379
5387,"Umbrella, Inc",WAITING,938
5388,"Umbrella, Inc",OK,581
5389,"Acme, Inc",OK,202
5390,"Acme, Inc",OK,205
5391,"Umbrella, Inc",CANCELED,850
5392,"Umbrella, Inc",CANCELED,424
5393,"Umbrella, Inc",WAITING,377
5394,"Umbrella, Inc",CANCELED,874
5395,"Acme, Inc",WAITING,324
5396,"Acme, Inc",OK,383
5397,"Acme, Inc",CANCELED,323
5398,"Acme, Inc",CANCELED,344
5399,"Umbrella, Inc",OK,694
5400,"Umbrella, Inc",OK,849
5401,"Umbrella, Inc",OK,609
5402,"Acme, Inc",OK,924
5403,"Umbrella, Inc",CANCELED,760
5404,"Acme, Inc",OK,828
5405,"Umbrella, Inc",CANCELED,357
5406,"Umbrella, Inc",WAITING,582
5407,"Acme, Inc",OK,163
5408,"Umbrella, Inc",OK,163
5409,"Acme, Inc",WAITING,675
5410,"Acme, Inc",CANCELED,423
5411,"Acme, Inc",OK,488
5412,"Umbrella, Inc",OK,549
5413,"Acme, Inc",WAITING,611
5414,"Umbrella, Inc",CANCELED,108
5415,"Acme, Inc",CANCELED,662
5416,"Acme, Inc",OK,218
5417,"Umbrella, Inc",OK,654
5418,"Umbrella, Inc",CANCELED,645
5419,"Umbrella, Inc",CANCELED,127
5420,"Umbrella, Inc",OK,798
5421,"Umbrella, Inc",CANCELED,646
5422,"Umbrella, Inc",WAITING,755
5423,"Acme, Inc",OK,647
5424,"Acme, Inc",CANCELED,151
5425,"Umbrella, Inc",OK,900
5426,"Umbrella, Inc",OK,750
5427,"Acme, Inc",WAITING,235
5428,"Umbrella, Inc",CANCELED,417
5429,"Umbrella, Inc",CANCELED,978
5430,"Umbrella, Inc",OK,797
5431,"Acme, Inc",WAITING,298
5432,"Acme, Inc",WAITING,628
5433,"Umbrella, Inc",WAITING,443
5434,"Acme, Inc",OK,211
5435,"Umbrella, Inc",OK,431
5436,"Umbrella, Inc",CANCELED,987
5437,"Acme, Inc",WAITING,404
5438,"Umbrella, Inc",OK,923
5439,"Umbrella, Inc",WAITING,572
5440,"Acme, Inc",CANCELED,771
5441,"Acme, Inc",WAITING,690
5442,"Acme, Inc",OK,479
5443,"Umbrella, Inc",WAITING,870
5444,"Acme, Inc",WAITING,858
5445,"Acme, Inc",WAITING,536
5446,"Umbrella, Inc",CANCELED,519
5447,"Umbrella, Inc",WAITING,800
5448,"Acme, Inc",WAITING,644
5449,"Acme, Inc",WAITING,910
5450,"Acme, Inc",CANCELED,137
5451,"Umbrella, Inc",WAITING,947
5452,"Acme, Inc",WAITING,597
5453,"Acme, Inc",WAITING,545
5454,"Acme, Inc",CANCELED,194
5455,"Umbrella, Inc",WAITING,647
5456,"Acme, Inc",OK,213
5457,"Umbrella, Inc",OK,738
5458,"Acme, Inc",WAITING,522
5459,"Acme, Inc",WAITING,633
5460,"Umbrella, Inc",WAITING,143
5461,"Umbrella, Inc",CANCELED,325
5462,"Acme, Inc",WAITING,247
5463,"Acme, Inc",OK,466
5464,"Acme, Inc",OK,187
5465,"Umbrella, Inc",OK,599
5466,"Acme, Inc",OK,269
5467,"Umbrella, Inc",WAITING,761
5468,"Acme, Inc",WAITING,696
5469,"Acme, Inc",WAITING,366
5470,"Acme, Inc",OK,285
5471,"Umbrella, Inc",OK,703
5472,"Acme, Inc",WAITING,301
5473,"Acme, Inc",WAITING,783
5474,"Umbrella, Inc",CANCELED,166
5475,"Umbrella, Inc",WAITING,450
5476,"Umbrella, Inc",OK,245
5477,"Acme, Inc",OK,404
5478,"Umbrella, Inc",OK,269
5479,"Acme, Inc",OK,480
5480,"Umbrella, Inc",CANCELED,965
5481,"Umbrella, Inc",CANCELED,409
5482,"Acme, Inc",OK,739
5483,"Umbrella, Inc",WAITING,494
5484,"Acme, Inc",WAITING,674
5485,"Acme, Inc",CANCELED,506
5486,"Umbrella, Inc",WAITING,920
5487,"Umbrella, Inc",CANCELED,746
5488,"Acme, Inc",CANCELED,784
5489,"Umbrella, Inc",OK,649
5490,"Acme, Inc",OK,652
5491,"Umbrella, Inc",CANCELED,906
5492,"Acme, Inc",CANCELED,759
5493,"Acme, Inc",WAITING,296
5494,"Acme, Inc",CANCELED,993
5495,"Acme, Inc",OK,247
5496,"Acme, Inc",OK,519
5497,"Acme, Inc",OK,700
5498,"Umbrella, Inc",CANCELED,883
5499,"Acme, Inc",OK,968
5500,"Acme, Inc",OK,419
5501,"Umbrella, Inc",WAITING,571
5502,"Acme, Inc",WAITING,680
5503,"Umbrella, Inc",OK,949
5504,"Acme, Inc",CANCELED,568
5505,"Acme, Inc",WAITING,650
5506,"Acme, Inc",WAITING,853
5507,"Umbrella, Inc",OK,742
5508,"Acme, Inc",OK,591
5509,"Acme, Inc",OK,535
5510,"Umbrella, Inc",CANCELED,712
5511,"Acme, Inc",CANCELED,834
5512,"Umbrella, Inc",CANCELED,432
5513,"Umbrella, Inc",WAITING,388
5514,"Acme, Inc",CANCELED,391
5515,"Umbrella, Inc",WAITING,162
5516,"Acme, Inc",WAITING,147
5517,"Umbrella, Inc",WAITING,948
5518,"Acme, Inc",OK,326
5519,"Acme, Inc",OK,690
5520,"Umbrella, Inc",OK,555
5521,"Umbrella, Inc",WAITING,557
5522,"Acme, Inc",CANCELED,433
5523,"Umbrella, Inc",OK,609
5524,"Umbrella, Inc",WAITING,100
5525,"Acme, Inc",WAITING,998
5526,"Acme, Inc",OK,614
5527,"Acme, Inc",CANCELED,648
5528,"Umbrella, Inc",CANCELED,507
5529,"Umbrella, Inc",WAITING,285
5530,"Acme, Inc",WAITING,978
5531,"Umbrella, Inc",CANCELED,801
5532,"Acme, Inc",OK,736
5533,"Acme, Inc",WAITING,388
5534,"Acme, Inc",WAITING,732
5535,"Acme, Inc",CANCELED,928
5536,"Acme, Inc",CANCELED,588
5537,"Umbrella, Inc",OK,563
5538,"Umbrella, Inc",OK,690
5539,"Acme, Inc",WAITING,306
5540,"Acme, Inc",WAITING,263
5541,"Umbrella, Inc",OK,342
5542,"Umbrella, Inc",WAITING,887
5543,"Umbrella, Inc",CANCELED,459
5544,"Acme, Inc",WAITING,145
5545,"Umbrella, Inc",CANCELED,907
5546,"Umbrella, Inc",CANCELED,300
5547,"Umbrella, Inc",CANCELED,942
5548,"Acme, Inc",CANCELED,697
5549,"Umbrella, Inc",WAITING,359
5550,"Acme, Inc",WAITING,306
5551,"Umbrella, Inc",OK,880
5552,"Umbrella, Inc",CANCELED,776
5553,"Umbrella, Inc",WAITING,760
5554,"Umbrella, Inc",CANCELED,611
5555,"Umbrella, Inc",OK,658
5556,"Umbrella, Inc",WAITING,920
5557,"Umbrella, Inc",WAITING,721
5558,"Umbrella, Inc",OK,451
5559,"Umbrella, Inc",WAITING,454
5560,"Umbrella, Inc",OK,764
5561,"Acme, Inc",CANCELED,215
5562,"Acme, Inc",WAITING,696
5563,"Acme, Inc",OK,889
5564,"Acme, Inc",CANCELED,432
5565,"Acme, Inc",WAITING,992
5566,"Acme, Inc",OK,969
5567,"Acme, Inc",WAITING,931
5568,"Acme, Inc",CANCELED,505
5569,"Acme, Inc",WAITING,195
5570,"Umbrella, Inc",OK,185
5571,"Acme, Inc",OK,439
5572,"Umbrella, Inc",WAITING,273
5573,"Umbrella, Inc",WAITING,840
5574,"Acme, Inc",CANCELED,304
5575,"Acme, Inc",CANCELED,320
5576,"Umbrella, Inc",CANCELED,631
5577,"Acme, Inc",CANCELED,470
5578,"Umbrella, Inc",OK,554
5579,"Umbrella, Inc",CANCELED,941
5580,"Umbrella, Inc",CANCELED,584
5581,"Acme, Inc",OK,701
5582,"Umbrella, Inc",OK,576
5583,"Umbrella, Inc",CANCELED,968
5584,"Acme, Inc",CANCELED,978
5585,"Acme, Inc",CANCELED,655
5586,"Umbrella, Inc",CANCELED,584
5587,"Acme, Inc",CANCELED,244
5588,"Umbrella, Inc",CANCELED,599
5589,"Acme, Inc",WAITING,626
5590,"Umbrella, Inc",WAITING,186
5591,"Acme, Inc",WAITING,515
5592,"Umbrella, Inc",CANCELED,908
5593,"Acme, Inc",WAITING,207
5594,"Umbrella, Inc",WAITING,427
5595,"Acme, Inc",WAITING,373
5596,"Acme, Inc",CANCELED,477
5597,"Acme, Inc",OK,391
5598,"Acme, Inc",OK,807
5599,"Acme, Inc",WAITING,807
5600,"Acme, Inc",WAITING,627
5601,"Acme, Inc",WAITING,880
5602,"Acme, Inc",CANCELED,445
5603,"Acme, Inc",WAITING,191
5604,"Umbrella, Inc",WAITING,772
5605,"Acme, Inc",OK,140
5606,"Umbrella, Inc",CANCELED,130
5607,"Umbrella, Inc",WAITING,768
5608,"Umbrella, Inc",OK,911
5609,"Umbrella, Inc",CANCELED,462
5610,"Umbrella, Inc",WAITING,604
5611,"Umbrella, Inc",OK,247
5612,"Acme, Inc",WAITING,546
5613,"Acme, Inc",CANCELED,874
5614,"Acme, Inc",CANCELED,231
5615,"Acme, Inc",WAITING,175
5616,"Acme, Inc",WAITING,273
5617,"Umbrella, Inc",CANCELED,621
5618,"Acme, Inc",WAITING,577
5619,"Acme, Inc",CANCELED,837
5620,"Acme, Inc",OK,235
5621,"Umbrella, Inc",CANCELED,525
5622,"Umbrella, Inc",OK,234
5623,"Acme, Inc",OK,932
5624,"Umbrella, Inc",WAITING,472
5625,"Umbrella, Inc",OK,490
5626,"Acme, Inc",WAITING,219
5627,"Acme, Inc",WAITING,530
5628,"Acme, Inc",WAITING,693
5629,"Acme, Inc",WAITING,402
5630,"Acme, Inc",OK,593
5631,"Acme, Inc",CANCELED,159
5632,"Umbrella, Inc",WAITING,492
5633,"Umbrella, Inc",OK,743
5634,"Acme, Inc",WAITING,485
5635,"Umbrella, Inc",CANCELED,139
5636,"Acme, Inc",CANCELED,645
5637,"Umbrella, Inc",OK,936
5638,"Acme, Inc",WAITING,149
5639,"Acme, Inc",OK,723
5640,"Umbrella, Inc",OK,204
5641,"Acme, Inc",OK,423
5642,"Umbrella, Inc",WAITING,869
5643,"Acme, Inc",WAITING,683
5644,"Acme, Inc",CANCELED,493
5645,"Acme, Inc",CANCELED,357
5646,"Umbrella, Inc",WAITING,971
5647,"Acme, Inc",WAITING,493
5648,"Acme, Inc",WAITING,542
5649,"Umbrella, Inc",CANCELED,620
5650,"Umbrella, Inc",OK,649
5651,"Umbrella, Inc",WAITING,200
5652,"Acme, Inc",CANCELED,892
5653,"Umbrella, Inc",WAITING,290
5654,"Umbrella, Inc",OK,440
5655,"Acme, Inc",WAITING,635
5656,"Umbrella, Inc",WAITING,697
5657,"Acme, Inc",OK,376
5658,"Acme, Inc",CANCELED,129
5659,"Umbrella, Inc",WAITING,711
5660,"Umbrella, Inc",WAITING,745
5661,"Umbrella, Inc",CANCELED,882
5662,"Umbrella, Inc",WAITING,242
5663,"Umbrella, Inc",CANCELED,810
5664,"Umbrella, Inc",OK,684
5665,"Umbrella, Inc",WAITING,498
5666,"Acme, Inc",CANCELED,736
5667,"Umbrella, Inc",OK,503
5668,"Acme, Inc",WAITING,788
5669,"Acme, Inc",OK,512
5670,"Umbrella, Inc",OK,300
5671,"Acme, Inc",WAITING,309
5672,"Umbrella, Inc",CANCELED,697
5673,"Acme, Inc",OK,752
5674,"Umbrella, Inc",CANCELED,955
5675,"Acme, Inc",OK,918
5676,"Acme, Inc",WAITING,845
5677,"Acme, Inc",OK,786
5678,"Acme, Inc",CANCELED,993
5679,"Umbrella, Inc",OK,200
5680,"Umbrella, Inc",WAITING,113
5681,"Acme, Inc",WAITING,334
5682,"Umbrella, Inc",CANCELED,656
5683,"Acme, Inc",WAITING,502
5684,"Umbrella, Inc",WAITING,141
5685,"Acme, Inc",OK,628
5686,"Umbrella, Inc",OK,998
5687,"Acme, Inc",CANCELED,761
5688,"Acme, Inc",CANCELED,283
5689,"Acme, Inc",OK,204
5690,"Umbrella, Inc",WAITING,595
5691,"Acme, Inc",WAITING,142
5692,"Umbrella, Inc",CANCELED,491
5693,"Umbrella, Inc",CANCELED,262
5694,"Acme, Inc",CANCELED,721
5695,"Umbrella, Inc",WAITING,408
5696,"Acme, Inc",WAITING,248
5697,"Acme, Inc",OK,672
5698,"Umbrella, Inc",WAITING,135
5699,"Umbrella, Inc",OK,131
5700,"Acme, Inc",OK,637
5701,"Acme, Inc",WAITING,910
5702,"Umbrella, Inc",WAITING,940
5703,"Umbrella, Inc",OK,409
5704,"Umbrella, Inc",CANCELED,658
5705,"Umbrella, Inc",OK,816
5706,"Umbrella, Inc",OK,569
5707,"Umbrella, Inc",OK,872
5708,"Acme, Inc",WAITING,729
5709,"Acme, Inc",WAITING,436
5710,"Acme, Inc",OK,229
5711,"Umbrella, Inc",CANCELED,293
5712,"Acme, Inc",WAITING,243
5713,"Acme, Inc",OK,783
5714,"Umbrella, Inc",CANCELED,514
5715,"Umbrella, Inc",WAITING,717
5716,"Umbrella, Inc",CANCELED,607
5717,"Acme, Inc",CANCELED,911
5718,"Umbrella, Inc",CANCELED,721
5719,"Umbrella, Inc",CANCELED,515
5720,"Umbrella, Inc",OK,653
5721,"Acme, Inc",WAITING,190
5722,"Umbrella, Inc",WAITING,109
5723,"Umbrella, Inc",OK,486
5724,"Acme, Inc",WAITING,701
5725,"Umbrella, Inc",CANCELED,386
5726,"Acme, Inc",OK,241
5727,"Acme, Inc",CANCELED,223
5728,"Acme, Inc",CANCELED,255
5729,"Acme, Inc",CANCELED,285
5730,"Umbrella, Inc",WAITING,509
5731,"Acme, Inc",WAITING,417
5732,"Umbrella, Inc",CANCELED,997
5733,"Acme, Inc",WAITING,611
5734,"Umbrella, Inc",CANCELED,284
5735,"Acme, Inc",OK,326
5736,"Acme, Inc",WAITING,696
5737,"Acme, Inc",OK,697
5738,"Umbrella, Inc",CANCELED,414
5739,"Acme, Inc",WAITING,119
5740,"Umbrella, Inc",OK,348
5741,"Umbrella, Inc",CANCELED,348
5742,"Umbrella, Inc",CANCELED,433
5743,"Acme, Inc",CANCELED,336
5744,"Acme, Inc",OK,698
5745,"Acme, Inc",WAITING,919
5746,"Umbrella, Inc",OK,966
5747,"Acme, Inc",WAITING,425
5748,"Acme, Inc",OK,289
5749,"Umbrella, Inc",CANCELED,270
5750,"Umbrella, Inc",WAITING,455
5751,"Acme, Inc",WAITING,286
5752,"Umbrella, Inc",CANCELED,755
5753,"Umbrella, Inc",CANCELED,167
5754,"Acme, Inc",WAITING,758
5755,"Umbrella, Inc",OK,683
5756,"Acme, Inc",OK,623
5757,"Acme, Inc",WAITING,718
5758,"Umbrella, Inc",WAITING,676
5759,"Umbrella, Inc",WAITING,408
5760,"Acme, Inc",CANCELED,626
